0,50,100,150,200,250,300,350,400,450,500,550,600,650,700
0,1.9230517839442847,4.149616381255506,4.292026078234705,4.292026078234705,4.292026078234704,4.292026078234705,4.292026078234705,4.292026078234704,4.292026078234704,4.292026078234705,4.292026078234704,4.292026078234706,4.292026078234704,4.292026078234704
