0, 50, 100, 150, 200, 250, 300, 350, 400, 450, 500, 550, 600, 650, 700
0, 1.722674002, 4.126883025, 4.128624933, 4.1927795, 4.267364168, 4.276974217, 4.299962616, 4.314706717, 4.361588183, 4.316119333, 4.326920867, 4.311673134, 4.357917417, 4.284087893
