200,50104.58
202,50635.57
204,49603.09
206,44529.21
208,37272.38
210,31682.26
212,27950.6
214,25841.4
216,24513.93
218,23894.44
220,23732.2
222,23850.19
224,24322.18
226,25295.66
228,26298.64
230,26446.13
232,25856.15
234,24587.68
236,23569.95
238,22434.23
240,20502.02
242,17050.6
244,13702.43
246,8436.8
248,5657.72
250,4181.53
252,3469.86
254,3397.34
256,3707.08
258,4306.9
260,5108.3
262,5930.59
264,7339.18
266,9112.83
268,11843.97
270,14528.41
272,17507.84
274,20561.02
276,24204.18
278,27862.1
280,32036.25
282,36195.65
284,40001.07
286,44263.72
288,47670.89
290,51048.56
292,53762.49
294,55591.45
296,57449.91
298,58644.63
300,59985
302,60555
304,60598
306,60114
308,59102
310,57563
312,55738.95
314,52715.27
316,48821.36
318,43039.49
320,37021.64
322,30458.04
324,24587.68
326,19676.04
328,15206.89
330,10055.58
332,7851.73
334,6064.57
336,4670.72
338,3653
340,2889.7
342,2299.72
344,1869.52
346,1548.71
348,1266.01
350,1033.71
352,855.48
354,692
356,544.51
358,567.86
360,462.16
362,341.95
364,280.33
366,221.74
368,173.23
370,132.13
372,123.98
374,101.53
376,83.42
378,69
380,56.13
382,45.81
384,37.28
386,30.4
388,24.99
390,20.16
392,16.47
394,13.6
396,11.14
398,9.1
400,7.54
402,6.23
404,5.33
406,4.51
408,3.77
410,3.36
412,2.87
414,2.54
416,2.29
418,2.13
420,1.88
422,1.72
424,1.64
426,1.56
428,1.47
430,1.47
432,1.39
434,1.39
436,1.31
438,1.31
440,1.23
442,1.23
444,1.23
446,1.23
448,1.15
450,1.15
