378.288,0.001
378.654,0.001
379.02,52.43
379.386,100.52
379.751,103.74
380.117,122.83
380.483,138.63
380.848,173.22
381.214,194.47
381.58,200.87
381.945,227.2
382.311,256.13
382.676,255
383.042,284.51
383.407,279.54
383.773,337.68
384.138,378.09
384.504,415.62
384.869,441.58
385.234,475.41
385.6,537.87
385.965,549.61
386.33,575.07
386.695,587.61
387.06,663.79
387.426,745.49
387.791,837.32
388.156,881.24
388.521,910.82
388.886,973.72
389.251,1011.28
389.616,1054.69
389.981,1072.61
390.346,1121.62
390.711,1127.98
391.075,931.34
391.44,1180.94
391.805,1273.93
392.17,1294.93
392.534,1350.88
392.899,1366.17
393.264,1351.76
393.628,1386.35
393.993,1363.5
394.358,1348.98
394.722,1337.24
395.087,1306.15
395.451,1309.66
395.816,1288.09
396.18,1288.75
396.545,1283.81
396.909,1299.42
397.273,1304.91
397.638,1316.91
398.002,1318.51
398.366,1310.65
398.73,1320.12
399.094,1315.77
399.459,1317.93
399.823,1337.35
400.187,1410.6
400.551,1455.69
400.915,1462.53
401.279,1475.62
401.643,1448.56
402.007,1489.41
402.371,1504
402.735,1546.61
403.099,1578.83
403.462,1655.22
403.826,1766.95
404.19,1856.69
404.554,2171.9
404.917,2493.02
405.281,3000.56
405.645,3923.86
406.008,5856.45
406.372,8585.48
406.736,11422.53
407.099,14109.51
407.463,14877.27
407.826,14643.22
408.189,13729.97
408.553,12150.99
408.916,10309.94
409.28,8808.59
409.643,8614.29
410.006,7931.73
410.369,6659.4
410.733,5628.36
411.096,4811.65
411.459,4202.09
411.822,3636.71
412.185,3181
412.548,2834.08
412.911,2624.46
413.274,2487.17
413.637,2421.27
414,2383.82
414.363,2347.22
414.726,2291.78
415.089,2258.2
415.452,2197.61
415.814,2124.65
416.177,2028.94
416.54,1965.09
416.903,1890.56
417.265,1825.86
417.628,1777.41
417.99,1727.74
418.353,1704.7
418.716,1563.91
419.078,1677.27
419.441,1704.89
419.803,1694.32
420.165,1724.71
420.528,1719.44
420.89,1713.15
421.252,1694.76
421.615,1712.97
421.977,1735.13
422.339,1761.13
422.701,1770.06
423.064,1787.39
423.426,1809.48
423.788,1842.28
424.15,1845.03
424.512,1848.87
424.874,1939.09
425.236,1968.34
425.598,2015.41
425.96,2073.26
426.322,2126.62
426.683,2173.83
427.045,2253.56
427.407,2299.02
427.769,2386.02
428.131,2461.98
428.492,2526.08
428.854,2601.02
429.215,2703.93
429.577,2794.77
429.939,2876.62
430.3,3015.59
430.662,3130.64
